,MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1,MCL1-DH_BC2CTUACXX_CAGATC_L002_R1,MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1,MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1,MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1,MCL1-DL_BC2CTUACXX_ATCACG_L002_R1,MCL1-LA_BC2CTUACXX_GATCAG_L001_R1,MCL1-LB_BC2CTUACXX_TGACCA_L001_R1,MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1,MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1,MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1,MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
13827,2,0,6,4,6,5,4,9,3,6,2,1
13828,13305,13403,16971,15468,14630,9792,25524,18336,32526,31844,20156,9954
13829,45,49,70,80,150,74,22,18,28,23,6,5
13830,0,0,0,0,0,0,0,1,1,2,0,0
13831,9,15,8,8,7,3,9,7,12,9,7,2
13832,238,321,466,415,400,490,268,381,312,300,348,342
13833,74,45,40,20,13,12,13,18,44,32,48,71
13834,57,33,27,12,12,15,9,5,5,5,2,3
13835,42,41,86,66,56,70,56,131,892,770,1148,1442
13836,162,141,149,97,130,106,66,132,708,743,1416,1857
13837,709,726,665,590,541,496,454,612,588,585,439,619
13838,46,45,11,22,26,14,13,12,0,0,3,6
13839,41,24,26,12,16,14,10,4,6,3,6,3
13840,8,8,1,0,6,8,1,4,0,0,0,0
13841,57,57,24,16,15,12,248,191,109,57,258,254
13842,94,110,97,92,58,76,146,170,121,97,67,58
13843,1,5,3,4,4,2,0,0,0,0,0,2
13844,0,0,0,0,0,0,0,0,0,0,0,0
13845,2207,2577,3063,2561,2842,2536,1384,1605,3205,3035,3656,3493
13846,371,357,301,260,352,333,644,591,570,515,428,419
13847,160,119,46,64,76,94,565,555,102,130,117,110
13848,0,0,0,0,0,0,0,1,0,0,0,0
13849,0,0,0,0,0,0,0,0,0,0,0,0
13850,3749,2920,3966,2949,3030,3698,155,135,60,47,13,21
13851,15,5,2,6,4,4,6,3,3,3,1,1
13852,284,255,238,210,188,172,96,154,113,86,67,62
13853,0,0,0,0,0,0,0,0,0,0,0,0
13854,0,0,0,0,0,0,0,0,0,0,0,0
13855,0,0,0,0,0,0,0,0,0,0,1,0
13856,0,0,0,0,0,0,0,0,0,0,0,0
13857,910,957,753,637,468,442,689,694,540,240,304,298
13858,6230,5789,8869,9667,8359,7212,110,189,68,37,39,43
13859,291,202,191,119,124,152,278,247,141,82,167,170
13860,45,52,227,187,79,90,16,13,16,12,17,11
13861,1463,1482,3166,3140,3032,2876,704,848,1387,1167,662,685
13862,1969,2249,3637,3433,3853,3884,2155,2550,4655,5272,5004,5062
13863,2894,2800,3260,2859,2911,2414,3253,3441,2859,2498,1176,1135
13864,298,250,283,276,199,224,534,574,608,551,307,309
13865,0,4,0,0,0,0,0,0,2,0,2,0
13866,26,28,38,45,41,15,17,22,28,26,6,5
13867,91,70,122,90,76,85,82,63,48,36,56,41
13868,6,1,1,3,3,1,0,0,0,1,0,0
13869,7,6,1,1,0,0,4,10,53,30,14,11
13870,234,345,46,43,29,30,61,55,13,21,10,10
13871,1316,1302,1623,1469,782,644,1199,1357,1219,1033,345,301
13872,2023,1906,1938,1947,2127,1984,1423,1583,1306,1255,651,651
13873,1,2,2,1,0,0,1,1,3,1,0,0
13874,2969,2838,2754,2381,2439,2316,3104,3209,2766,2672,1311,1274
13875,1499,1470,1771,1616,1839,1601,5212,5194,4372,4528,2499,2513
13876,537,493,502,575,588,598,511,534,375,331,235,240
13877,285,204,302,255,299,249,382,356,237,246,169,158
13878,272,254,245,172,44,50,355,418,479,275,367,290
13879,439,451,288,180,161,137,473,527,515,436,94,101
13880,9,9,8,11,8,8,7,5,13,7,4,3
13881,3204,2296,2364,2237,2154,2182,2966,2804,2065,1841,1228,1145
13882,653,502,614,586,608,639,581,570,573,437,474,450
13883,1224,1144,1287,1247,1409,1320,1575,1951,1419,1245,710,650
13884,1008,777,1017,823,645,637,1123,1108,1355,1063,1062,1022
13885,695,632,447,300,127,180,249,275,100,38,14,19
13886,2,2,0,1,0,0,0,1,0,1,0,0
13887,12,3,6,4,0,2,0,1,0,0,0,0
13888,38,19,12,11,23,25,11,14,10,9,6,5
13889,182,163,272,308,189,166,297,313,223,264,77,91
13890,715,671,2121,1835,1730,1602,112,101,22,3,14,17
13891,1688,1512,908,884,581,822,4035,4582,895,509,1030,1015
13892,57,52,69,72,59,57,94,112,70,92,73,74
13893,270,243,241,251,197,188,276,288,286,212,195,185
13894,18,6,17,14,12,12,18,31,13,5,6,7
13895,54,43,16,10,11,5,431,402,105,92,9,12
13896,0,2,0,0,0,0,0,0,0,0,0,0
13897,202,193,133,145,314,257,112,146,50,46,19,6
13898,592,419,380,381,427,463,331,329,110,94,53,31
13899,182,149,189,215,147,143,231,190,52,65,52,50
13900,202,241,195,127,29,9,229,304,172,98,288,180
13901,9,7,9,6,9,16,6,5,1,4,0,4
13902,0,0,0,0,0,0,0,0,0,0,0,0
13903,4903,3578,2677,2245,3760,3440,1780,1856,650,687,158,176
13904,30,65,146,119,66,42,105,181,49,40,41,53
13905,1,2,0,1,0,0,0,0,0,0,0,0
13906,0,0,0,0,0,0,0,0,0,0,0,0
13907,3005,2490,2611,2373,2611,2586,2152,2344,1618,1230,1184,1131
13908,400,367,387,229,198,239,161,212,945,825,119,123
13909,1778,1762,1846,1743,1781,1730,1405,1440,1365,1302,643,678
13910,1101,1396,605,564,407,492,29,24,5,0,5,1
13911,133,96,106,89,102,69,67,61,55,47,65,71
13912,161,189,86,102,113,156,184,197,55,42,42,43
13913,22,27,30,30,13,9,5,8,17,19,6,9
13914,26,12,24,35,41,45,21,31,45,46,33,25
13915,571,582,552,474,502,426,462,541,535,550,297,275
13916,642,545,535,353,139,149,603,614,560,417,243,297
13917,102,126,128,107,92,120,343,293,206,235,151,105
13918,0,0,0,1,0,0,0,0,0,0,1,1
13919,6097,6506,4857,3442,1766,1648,6463,7516,19727,21532,19215,18600
13920,8,1,0,1,1,0,2,2,3,1,4,0
13921,186,144,201,189,39,26,294,339,315,240,353,246
13922,1,5,2,2,1,0,3,4,2,4,1,1
13923,0,2,15,15,4,10,5,2,2,7,5,0
13924,2,3,42,26,7,11,4,7,6,4,3,7
13925,0,0,0,0,0,0,1,1,1,1,0,0
13926,261,228,296,251,189,175,527,574,756,575,716,721
13927,0,0,0,0,0,0,0,0,0,0,0,0
13928,508,519,294,251,309,354,587,717,1031,994,421,434
13929,0,0,0,0,0,0,0,0,0,0,0,0
13930,72,31,76,58,53,93,32,33,31,23,11,14
13931,1364,1019,1180,1098,1197,1117,1280,1296,920,881,986,861
13932,4,2,4,2,8,13,4,7,6,7,6,8
13933,6,4,7,4,3,7,4,9,2,1,1,0
13934,0,0,0,0,0,0,0,0,0,0,0,0
13935,5329,4573,5504,4681,3217,3025,4394,4216,3505,2661,1787,1661
13936,0,0,0,0,0,0,0,0,0,0,0,0
13937,4508,3407,3282,2488,1167,1253,2549,2355,1606,1201,648,776
13938,6,5,2,4,1,2,4,0,3,2,0,1
13939,23,22,24,25,10,9,16,9,2,7,3,3
13940,2184,2055,2914,2520,1945,1796,2828,3093,2887,2452,1607,1679
13941,273,235,119,125,124,158,13,17,6,0,0,0
13942,92,89,111,76,51,58,42,48,27,24,19,15
13943,7,0,4,0,5,1,3,0,2,0,0,0
13944,3,2,4,2,3,3,2,1,0,1,0,0
13945,476,393,367,394,320,369,319,360,191,170,115,110
13946,980,819,730,610,577,561,1245,1245,788,639,412,470
13947,1664,1370,1640,1441,1722,1677,1227,1271,1168,949,937,980
13948,23,16,13,5,15,13,5,6,13,6,6,4
13949,319,308,354,296,216,252,422,445,574,430,324,336
13950,1,9,5,7,6,13,1,2,0,2,0,0
13951,2,5,1,0,1,5,0,0,2,0,0,0
13952,90,100,69,48,69,60,230,227,130,132,79,85
13953,182,172,135,98,69,81,210,203,130,130,56,62
13954,641,486,518,412,539,595,175,215,201,170,107,120
13955,1106,1102,1200,1221,1239,1227,1250,1387,1589,1438,1284,1348
13956,133,98,119,117,75,98,181,147,166,111,91,80
13957,0,0,0,0,0,0,0,0,0,0,0,0
13958,637,576,192,155,136,144,238,481,186,143,7,11
13959,878,992,738,800,917,911,600,642,316,632,403,427
13960,35,31,37,27,20,29,18,19,20,37,5,7
13961,31,56,34,17,33,28,54,63,53,49,34,36
13962,1511,1240,1203,1104,1272,1237,1065,1141,1008,1083,744,883
13963,3,0,7,10,0,0,8,23,0,0,0,0
13964,30,26,4,9,10,6,17,21,3,1,2,4
13965,12,2,6,7,6,6,4,1,1,0,1,0
13966,121,168,95,83,96,112,24,27,6,4,6,4
13967,269,213,267,203,151,163,425,386,305,236,138,103
13968,236,242,167,156,126,117,242,287,194,144,95,118
13969,2526,2085,1910,1941,1783,1765,2459,2743,2629,2174,1490,1621
13970,274,242,202,130,165,191,140,157,161,98,164,152
13971,50,45,44,40,31,56,78,75,75,63,178,163
13972,413,304,293,284,335,405,293,251,195,166,615,644
13973,535,504,444,457,542,515,557,577,320,264,303,303
13974,0,0,1,0,0,1,0,0,0,0,0,0
13975,1131,946,1061,767,579,526,898,926,329,310,95,93
13976,652,760,1034,635,403,408,1834,2571,2801,2429,1007,829
13977,42,14,15,14,9,4,4,6,1,1,0,0
13978,0,0,0,0,0,0,0,0,0,0,0,0
13979,0,0,1,0,0,0,0,0,0,0,0,0
13980,3287,3699,5096,5275,5112,3989,467,524,480,540,250,249
13981,49,31,107,52,35,31,1,16,8,10,0,0
13982,91,87,224,256,229,153,5,9,13,13,8,2
13983,0,0,0,0,0,0,0,0,0,0,0,0
13984,883,832,919,760,587,648,447,595,424,326,320,253
13985,461,331,236,246,262,352,439,479,290,280,170,176
13986,7120,5638,4123,3092,2485,2581,4360,4030,2468,1592,1582,1535
13987,1740,1462,1174,1320,1914,1879,1471,1492,313,361,255,266
13988,4,4,6,0,0,0,0,0,0,0,0,0
13989,0,0,0,0,0,0,0,0,0,0,0,0
13990,0,0,0,0,0,0,0,0,0,0,0,0
13991,0,0,0,0,0,1,0,0,0,0,0,0
13992,649,761,648,650,522,537,1621,1731,1101,932,835,757
13993,2,0,0,0,0,0,0,0,0,0,0,0
13994,56,51,38,58,47,74,42,56,28,18,10,14
13995,4,6,1,1,3,1,0,3,1,1,1,0
13996,529,447,378,324,234,241,549,568,410,301,316,352
13997,155,120,141,133,83,99,183,182,129,56,127,74
13998,473,512,365,302,204,204,550,596,556,450,435,441
13999,6,11,7,3,8,9,3,1,0,0,0,1
14000,2953,2812,1900,1925,1206,1208,1012,826,424,468,72,55
14001,172,144,58,84,38,26,219,159,47,33,16,16
14002,0,0,0,0,0,0,0,1,0,0,0,0
14003,4,15,9,1,3,2,5,3,2,0,0,0
14004,1097,868,734,646,584,572,654,541,237,197,125,87
14005,905,793,1935,2174,4054,3594,534,636,176,209,380,368
14006,4,1,0,0,0,2,0,1,0,0,0,0
14007,1,1,0,0,0,0,0,0,0,0,0,0
14008,346,413,274,246,235,138,285,320,85,54,91,93
14009,1,14,14,9,2,3,0,0,0,0,0,0
14010,0,0,0,0,0,0,0,0,0,0,0,0
14011,0,0,0,0,0,0,0,0,0,0,0,0
14012,1,4,2,0,0,1,1,1,0,0,0,0
14013,0,0,0,0,0,0,0,0,0,0,0,0
14014,290,251,312,264,339,385,257,233,302,232,305,276
14015,63,88,60,40,58,59,102,134,51,64,44,54
14016,4372,4292,4638,4176,3829,4429,839,737,176,146,95,96
14017,392,501,453,376,318,408,440,581,337,273,77,83
14018,0,0,0,0,0,0,0,0,0,0,0,0
14019,23,14,4,5,5,3,382,385,68,94,30,22
14020,2369,2934,2799,2535,897,954,37,67,39,22,17,17
14021,270,223,244,192,164,146,224,196,115,85,104,124
14022,946,832,1014,778,484,462,894,850,769,576,370,369
14023,171,107,179,168,126,168,150,133,114,86,134,149
14024,0,0,2,0,0,0,0,0,0,0,0,0
14025,61,42,76,38,42,43,67,79,88,50,63,73
14026,458,423,606,362,304,402,617,570,337,320,59,83
14027,0,0,0,0,0,0,0,0,0,0,0,0
14028,0,0,0,0,0,0,0,0,0,0,0,0
14029,1181,1057,942,855,917,923,1026,1143,832,819,818,807
14030,766,685,749,693,652,554,890,922,556,449,201,233
14031,0,0,0,0,0,0,0,0,0,0,0,0
14032,0,0,0,0,0,0,0,0,0,0,0,0
14033,2,5,0,0,1,0,0,1,0,0,0,0
14034,0,0,0,0,0,0,0,0,0,0,0,0
14035,26,13,14,18,23,20,9,14,3,4,2,5
14036,1,0,0,0,1,1,1,2,4,0,0,1
14037,35426,32953,75695,77419,88889,75316,14127,14966,14617,16328,4194,4219
14038,8794,8960,8407,7451,6289,5867,6219,6607,11248,9563,10964,11728
14039,0,0,0,0,0,0,0,0,0,0,2,0
14040,2,0,0,2,4,3,0,0,0,0,0,0
14041,3702,3023,2258,1865,2279,2531,3205,2882,2657,2083,1024,1213
14042,3,7,1,3,4,9,3,4,4,3,0,4
14043,279,289,224,189,176,151,249,239,172,115,124,111
14044,56,55,42,22,25,44,98,117,64,63,25,8
14045,0,0,0,0,0,0,0,0,0,0,0,0
14046,348,268,333,303,324,297,370,362,543,445,341,378
14047,0,0,1,1,1,0,0,0,0,0,0,0
14048,0,0,0,2,2,0,0,0,0,0,0,1
14049,65,49,40,28,45,24,18,12,13,5,8,2
14050,556,434,475,379,324,371,568,550,311,283,165,180
14051,373,331,457,534,665,685,147,135,81,56,65,52
14052,1021,930,958,682,628,552,1404,1636,2349,1959,3029,2948
14053,82,77,99,92,106,109,122,120,121,117,114,120
14054,406,340,463,508,376,335,368,316,208,197,80,65
14055,0,0,0,0,0,0,0,0,0,0,0,0
14056,120,104,177,209,405,336,331,243,515,378,723,680
14057,0,0,0,1,0,0,0,0,1,0,0,0
14058,127,109,24,45,24,27,70,42,18,9,12,8
14059,3309,3167,2216,2080,1667,1673,4741,5421,4710,5011,1019,1003
14060,482,343,461,363,226,258,524,501,388,349,273,272
14061,930,660,792,737,778,757,899,866,709,635,311,377
14062,3,5,0,0,2,2,7,1,0,1,0,0
14063,0,0,0,0,0,0,2,0,0,0,0,1
14064,6,3,4,0,1,2,1,1,0,0,0,0
14065,462,456,319,303,321,240,565,578,373,355,137,132
14066,0,0,0,1,1,0,0,0,1,0,0,0
14067,0,0,0,0,0,0,0,0,0,0,0,0
14068,552,666,390,396,541,514,622,616,279,357,151,118
14069,2984,2382,2876,2213,1480,1434,2786,2626,2566,2379,811,782
14070,0,0,0,0,0,1,0,0,0,0,0,0
14071,2,0,0,0,0,0,0,0,0,0,0,0
14072,0,0,0,0,0,0,0,0,0,0,0,0
14073,0,0,0,0,0,0,0,0,0,0,0,0
14074,1,1,0,0,0,0,0,1,0,0,0,0
14075,0,0,0,0,0,0,0,0,0,0,0,0
14076,3,1,0,2,0,0,1,0,1,10,1,1
14077,0,0,0,1,1,2,0,0,0,0,37,46
14078,1454,2462,385,638,211,235,347,605,139,153,1168,1471
14079,733,1432,497,681,323,361,184,324,83,80,41,36
14080,173,172,127,100,75,70,188,182,132,92,70,88
14081,398,285,296,259,396,334,275,238,286,269,529,580
14082,60,60,32,26,52,40,36,48,27,19,21,36
14083,0,1,2,0,0,0,0,0,0,0,0,0
14084,0,0,0,0,0,0,0,0,0,0,0,0
14085,0,0,0,0,0,0,0,0,0,0,0,0
14086,0,0,0,0,0,0,0,0,0,0,0,0
14087,0,0,0,0,0,0,0,0,0,0,0,0
14088,0,0,0,0,0,0,1,0,0,0,0,0
14089,0,0,0,2,0,0,0,0,0,0,0,0
14090,0,1,0,1,1,0,1,0,0,0,0,0
14091,0,0,0,0,0,0,0,0,0,0,0,0
14092,1822,2327,1239,1248,972,955,6572,5469,867,1018,3952,3565
14093,0,0,0,0,0,0,0,0,0,0,0,0
14094,0,0,0,0,0,0,0,0,0,0,0,0
14095,0,2,2,2,0,0,31,51,6,6,5,3
14096,0,1,0,1,0,0,0,2,0,1,0,1
14097,72,61,48,44,66,68,250,239,131,141,153,161
14098,0,0,0,0,0,0,0,0,0,0,0,0
14099,23,21,8,12,16,18,75,67,15,8,23,13
14100,9,5,10,8,9,3,10,15,4,1,6,4
14101,5,4,7,4,1,2,6,3,1,3,1,3
14102,15,13,16,10,6,10,19,23,3,3,10,4
14103,32,33,16,15,27,34,66,53,13,9,14,22
14104,0,1,0,0,0,0,1,1,0,0,0,1
14105,1,0,0,1,0,0,0,0,0,0,0,0
14106,1159,1163,1129,1084,978,759,1714,1727,1592,1484,1651,1620
14107,0,0,0,0,0,0,0,0,0,0,0,0
14108,35,41,93,46,28,39,558,883,1690,1447,2439,2456
14109,0,0,1,0,0,0,1,4,2,1,0,3
14110,0,0,0,0,0,0,0,0,0,0,0,0
14111,99,50,132,98,52,51,350,358,737,531,367,426
14112,2819,1851,4810,5619,5497,5228,1333,1554,2755,2779,1274,1246
14113,772,698,546,570,604,594,1372,1352,1162,950,483,512
14114,116,106,62,42,16,15,170,112,177,64,129,118
14115,606,466,318,298,169,254,311,312,224,223,62,52
14116,39,38,43,32,17,15,75,60,75,61,145,148
14117,0,0,0,0,0,0,0,0,0,0,0,0
14118,0,0,0,0,0,0,0,1,0,0,0,0
14119,0,0,0,0,0,0,0,0,0,0,0,0
14120,0,0,0,0,0,0,0,0,0,0,0,0
14121,0,0,0,0,0,0,0,0,0,0,0,0
14122,0,0,0,0,0,0,0,0,0,0,0,0
14123,0,0,0,0,0,0,0,0,0,0,0,0
14124,1158,882,1112,895,721,721,1064,1188,1194,1013,450,466
14125,2566,2162,2693,2527,2115,1813,2955,3044,2424,2252,1144,1104
14126,63,68,58,64,34,33,139,228,379,612,185,125
14127,141,89,242,287,565,574,37,46,38,31,34,19
14128,0,0,0,0,0,0,0,0,0,0,0,0
14129,0,0,1,0,0,2,0,0,0,0,0,0
14130,34,27,40,69,30,15,9,4,3,4,1,0
14131,449,415,425,447,414,450,582,603,414,457,337,319
14132,0,0,0,0,0,0,0,0,0,0,0,0
14133,0,0,1,0,0,0,0,0,1,2,18,13
14134,5,1,5,4,0,0,0,0,0,0,0,0
14135,0,0,0,0,0,1,3,0,0,0,0,0
14136,2020,1945,3288,2932,947,972,3397,3950,5067,5553,2324,2627
14137,80,96,38,12,17,21,158,205,17,36,102,131
14138,0,0,0,0,0,0,0,0,0,0,0,0
14139,3497,10401,6284,5933,2160,1219,11018,16821,6302,6747,1328,780
14140,26,28,19,24,18,20,123,92,107,44,29,31
14141,866,675,960,799,809,789,1011,1023,764,738,434,434
14142,709,751,896,856,721,744,986,1144,1302,1122,1304,1345
14143,1628,1526,1889,1856,1419,1455,1986,2102,1790,1491,885,935
14144,287,351,344,256,169,146,243,410,562,333,248,298
14145,0,0,0,0,0,0,0,1,0,0,1,0
14146,0,0,0,0,0,0,0,0,0,0,0,0
14147,242,196,328,240,170,156,251,296,188,124,60,76
14148,347,251,267,166,110,112,324,339,267,199,90,84
14149,4,2,10,2,1,4,26,32,4,5,6,7
14150,0,0,0,0,0,0,0,0,2,0,0,0
14151,1,1,0,0,0,0,0,0,0,0,0,0
14152,0,0,0,0,0,0,0,0,0,0,0,0
14153,0,0,0,0,0,0,0,1,0,0,0,0
14154,0,0,0,0,0,0,0,0,0,0,0,0
14155,0,0,0,0,0,0,4,19,2,1,0,0
14156,0,0,0,0,0,0,0,0,0,0,0,0
14157,0,0,0,0,0,0,0,1,0,0,0,0
14158,0,0,0,0,0,0,9,4,0,0,0,0
14159,0,0,0,0,0,0,1,2,0,0,0,0
14160,0,0,0,0,0,0,0,0,0,0,0,0
14161,9,12,3,4,7,9,1,2,1,1,0,0
14162,2251,2008,2366,2143,1504,1384,3357,3798,4368,3571,4367,4330
14163,158,137,145,160,127,144,129,147,199,172,94,109
14164,970,735,170,200,104,133,618,459,79,67,30,49
14165,16,24,10,35,54,34,8,14,2,1,2,2
14166,925,693,1470,1116,699,750,1970,2638,5438,5594,677,540
14167,396,375,448,350,82,44,405,548,421,256,622,421
14168,2,2,2,2,0,0,58,67,5,4,4,2
14169,59,77,68,46,18,15,200,146,480,314,95,80
14170,6,9,0,1,0,1,3,3,10,2,0,0
14171,1,1,1,0,0,0,0,0,0,2,0,0
14172,459,417,495,441,320,365,1056,1228,794,659,378,347
14173,0,0,0,0,0,0,0,0,0,0,0,0
14174,63,84,17,18,15,30,13,17,3,1,1,6
14175,3,2,12,12,1,1,55,68,148,130,28,26
14176,1258,1272,1228,980,792,752,2494,2769,2209,1893,1175,1178
14177,11,9,18,8,2,8,7,13,15,13,16,18
14178,67,42,46,48,56,53,41,34,10,10,2,3
14179,510,444,189,158,105,110,814,788,278,229,152,160
14180,933,834,754,696,595,575,845,866,515,397,340,313
14181,633,448,423,362,556,565,738,688,249,289,198,216
14182,41,38,43,39,43,49,14,23,22,8,12,20
14183,2997,2636,3014,2566,1860,1854,2179,2469,2238,2173,488,467
14184,1144,856,1349,994,1241,1286,698,777,804,700,440,462
14185,392,314,376,352,463,451,607,523,573,547,316,329
14186,426,299,364,217,141,144,241,282,471,350,99,135
14187,9160,8402,10387,8911,8481,7227,5554,6270,4677,4069,1644,1519
14188,4,4,12,6,7,5,2,5,1,2,0,3
14189,0,0,0,0,0,0,0,0,0,0,0,0
14190,0,0,1,1,0,0,0,0,0,1,0,0
14191,2,1,0,0,0,0,0,0,0,0,0,0
14192,0,0,0,0,0,0,0,0,0,0,0,0
14193,0,0,0,0,0,0,0,0,0,1,0,0
14194,0,0,0,0,0,0,0,0,0,0,0,0
14195,0,0,0,0,0,0,0,0,0,0,0,0
14196,0,0,0,0,0,0,0,0,0,0,0,0
14197,0,0,0,0,0,0,0,2,0,0,0,0
14198,0,0,0,0,0,0,0,0,0,0,0,0
14199,0,2,1,1,0,0,63,28,29,38,1,2
14200,1,3,1,1,0,0,9,7,9,16,2,1
14201,0,0,0,0,0,0,1,0,0,0,0,0
14202,0,0,0,0,0,0,0,1,0,0,0,0
14203,87,68,96,77,90,102,127,124,99,55,59,53
14204,347,299,393,478,442,403,1281,987,1054,995,502,541
14205,959,756,577,510,574,599,581,502,386,326,281,349
14206,16,12,14,9,1,6,10,25,19,2,3,5
14207,3,1,4,0,0,0,4,2,0,1,1,0
14208,3,1,2,1,2,0,1,1,3,0,0,0
14209,531,386,301,183,72,60,542,506,528,201,526,438
14210,147,160,235,272,304,286,206,249,562,726,1090,903
14211,84,74,66,66,78,79,124,134,63,55,75,74
14212,0,0,0,0,0,0,0,0,0,0,0,0
14213,3234,3597,3448,3321,2877,2493,5505,6250,4759,4632,2645,2571
14214,208,243,205,186,115,110,346,336,233,223,81,76
14215,9676,9512,9401,7723,6251,5733,7481,8154,6799,5496,2434,2436
14216,2102,2242,3067,2554,1687,1376,2208,2418,2478,1997,1331,1303
14217,1,0,0,0,0,0,0,0,0,0,0,0
14218,68,63,71,70,56,34,43,49,27,18,24,12
14219,0,0,0,0,0,0,0,0,0,0,0,0
14220,1595,1461,1378,1373,1635,1699,2002,2050,1948,1992,1020,992
14221,1099,948,1271,1161,1133,1088,1140,1253,1123,994,744,758
14222,2843,3049,2972,3125,2915,2834,866,1160,1208,1233,496,455
14223,503,393,430,405,400,389,517,648,422,353,237,216
14224,0,0,0,0,0,0,0,0,0,0,0,0
14225,1672,1626,2151,1877,3415,3383,3708,4288,1759,1448,1699,1754
14226,1274,1001,1120,995,1286,1388,1354,1465,1534,1378,931,999
14227,133,133,115,102,146,145,39,48,2,9,11,17
14228,186,150,290,225,320,375,219,218,558,515,1753,2138
14229,2,0,0,1,2,0,0,0,0,0,0,2
14230,499,407,367,347,329,316,554,611,564,540,572,532
14231,18,17,22,19,14,18,69,70,18,4,2,4
14232,0,0,0,0,0,0,0,0,0,0,0,0
14233,2000,1859,1801,1642,1482,1605,2452,2706,3260,3005,2460,2531
14234,622,641,515,580,625,665,965,999,1777,1635,2006,2156
14235,1235,1934,698,955,321,255,162,330,98,121,66,55
14236,14,24,4,6,3,0,53,56,64,64,20,10
14237,286,255,394,388,349,373,212,258,217,228,144,135
14238,2907,2901,3234,2817,1808,1446,3173,3316,3504,3349,1132,1067
14239,36,23,32,28,28,27,11,16,5,8,5,4
14240,388,240,367,304,279,355,502,512,361,325,297,315
14241,2,7,25,8,3,3,17,15,49,70,53,51
14242,614,549,429,422,426,547,514,528,278,211,145,157
14243,7,4,9,5,8,8,12,12,13,16,9,8
14244,2450,2573,2476,2318,2096,1935,2913,2949,2542,2475,1533,1403
14245,6,10,3,6,0,0,616,836,11,27,101,122
14246,28,24,26,15,11,10,48,52,20,35,10,15
14247,3607,3532,2904,2786,3107,2811,2341,2546,1300,1309,521,475
14248,2759,2561,2484,1992,1924,1885,1661,1832,1201,1086,347,321
14249,460,333,348,354,306,347,933,906,1043,905,657,622
14250,504,419,627,582,406,355,800,836,620,671,487,460
14251,8586,8567,7404,6658,6214,6221,11454,12399,7002,6343,3382,3397
14252,713,598,802,592,581,554,983,918,664,626,358,403
14253,478,398,529,527,363,408,502,532,827,683,520,462
14254,37,39,42,38,34,48,38,55,43,49,29,20
14255,2181,1993,2022,1874,1445,1275,2121,2046,1670,1561,1300,1201
14256,1160,1122,1562,1364,1413,1302,1312,1457,417,682,346,350
14257,835,710,576,445,467,415,818,991,680,628,452,435
14258,0,0,0,0,0,0,0,0,0,0,0,0
14259,2000,1829,1667,1526,1411,1207,1027,1082,680,808,165,160
14260,1,0,0,3,4,3,5,1,0,3,2,1
14261,17422,14658,54127,58305,62509,53174,69,104,142,110,49,90
14262,24,23,22,18,5,10,1,3,2,0,0,1
14263,2325,1962,1313,899,794,872,658,551,454,362,118,101
14264,28,16,28,20,16,24,12,18,11,11,8,6
14265,31,26,19,12,9,11,7,11,5,6,5,4
14266,659,607,721,624,439,495,474,539,952,638,777,757
14267,2,4,1,2,2,1,1,0,1,6,3,5
14268,485,465,411,292,276,251,611,529,273,256,402,384
14269,125,121,102,61,27,35,181,218,142,81,200,135
14270,3701,3235,3288,2554,3023,2601,250,325,63,53,30,29
14271,1,1,0,0,1,1,0,4,0,0,0,0
14272,1617,1489,1489,1255,1152,1011,2250,2574,942,997,440,433
14273,0,0,0,0,0,1,0,0,0,0,1,0
14274,450,422,236,195,109,137,642,585,351,168,379,353
14275,500,489,558,381,246,185,655,566,441,318,123,131
14276,3,4,2,1,0,2,5,5,2,11,3,5
14277,3784,3213,3560,3096,2381,2341,5123,5423,5667,5128,7208,7259
14278,3,2,1,0,1,0,0,3,0,0,0,1
14279,0,0,1,0,1,0,0,1,1,2,0,1
14280,944,705,1229,1202,1360,1241,591,600,519,541,427,430
14281,3133,2670,3230,2945,3270,3238,1895,2562,2603,2311,1513,1768
14282,6,10,6,6,8,7,17,10,10,11,7,6
14283,922,1344,1357,1243,609,445,1417,2058,1772,1470,602,577
14284,604,958,1926,1521,725,650,218,272,312,345,292,250
14285,771,705,615,580,556,527,1675,1873,702,542,279,299
14286,0,0,0,0,0,0,0,0,0,0,0,0
14287,428,394,411,397,440,478,381,393,255,225,247,337
14288,890,762,662,559,510,567,921,961,712,612,613,562
14289,2,2,11,14,10,13,4,6,3,3,1,2
14290,6408,5962,5112,6683,6986,5518,11205,20917,8039,7162,5094,4194
14291,40,33,19,20,13,7,5,11,0,1,1,1
14292,0,0,0,0,0,0,0,1,0,0,1,2
14293,1,1,6,2,0,1,1,0,1,0,0,0
14294,861,1274,383,493,142,148,2939,3655,3271,4149,8994,10302
14295,838,869,821,650,229,202,1273,1125,692,592,209,225
14296,49,49,21,33,33,45,442,328,75,121,177,116
14297,1738,1516,1522,1487,2125,2114,1285,1421,1139,977,600,715
14298,2,8,14,7,5,3,45,73,227,145,328,383
14299,48,91,155,156,31,37,596,743,32,38,21,15
