,MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1,MCL1-DH_BC2CTUACXX_CAGATC_L002_R1,MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1,MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1,MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1,MCL1-DL_BC2CTUACXX_ATCACG_L002_R1,MCL1-LA_BC2CTUACXX_GATCAG_L001_R1,MCL1-LB_BC2CTUACXX_TGACCA_L001_R1,MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1,MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1,MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1,MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
6041,19046,16467,11325,15476,24093,20520,6537,5723,362,414,251,204
6042,623,588,707,556,442,417,673,685,424,360,173,191
6043,35,46,28,28,29,21,4,13,0,2,0,0
6044,4585,3841,3538,2790,1997,1821,3791,4243,4220,2625,2684,2778
6045,124,84,154,150,168,165,138,143,137,132,76,69
6046,590,529,673,552,332,226,587,551,485,423,668,799
6047,486,489,574,508,459,473,574,678,492,511,285,268
6048,1,0,0,0,0,1,0,0,0,0,0,0
6049,1,0,0,0,0,0,0,0,0,0,0,0
6050,781,608,637,488,591,822,995,1199,1006,778,202,212
6051,4316,5182,4289,5547,5647,4571,4500,5163,1023,1022,305,257
6052,0,0,0,0,0,0,0,0,0,0,0,0
6053,20,14,30,16,22,12,11,29,11,10,5,2
6054,1397,1203,1438,1104,929,875,1868,1964,1522,1315,379,421
6055,1102,1042,1261,1301,1128,968,1426,1417,1590,1360,1149,1184
6056,65,24,4,2,7,8,28,52,5,5,0,4
6057,0,0,0,0,0,0,0,0,0,0,0,0
6058,0,0,0,0,0,0,16,19,5,8,4,2
6059,80,68,55,26,36,25,17,19,10,6,0,1
6060,776,732,1058,849,577,508,458,482,583,424,289,268
6061,9513,7641,8112,7902,3204,3098,5315,5428,4278,4830,740,787
6062,867,615,676,397,294,237,869,788,718,597,353,327
6063,0,0,0,0,0,0,0,2,1,1,3,0
6064,1,0,2,0,0,0,0,1,4,8,3,0
6065,0,0,0,0,0,0,0,0,0,0,0,0
6066,2192,1909,2670,1987,2275,2274,2600,2906,2092,1729,884,975
6067,217,355,237,219,45,49,2041,2396,3253,4787,572,509
6068,58,59,44,42,58,67,116,161,308,384,749,753
6069,79,77,96,100,110,131,89,90,121,108,117,116
6070,453,437,742,830,594,480,365,332,156,129,98,122
6071,47,41,44,44,41,50,181,131,166,135,81,94
6072,1004,889,963,886,762,726,1416,1451,1135,952,683,638
6073,1723,1624,1819,1593,1302,1348,1358,1478,1366,1232,789,847
6074,614,542,368,310,236,248,1505,1477,885,832,1150,1111
6075,17,10,1,0,9,10,1,0,5,3,2,3
6076,0,0,0,0,2,0,0,0,0,0,0,0
6077,17,30,52,51,5,5,12,11,4,11,7,6
6078,0,0,0,0,0,0,0,0,0,0,0,0
6079,0,0,0,0,0,0,0,0,0,0,0,0
6080,0,0,0,0,0,0,2,1,3,5,0,0
6081,1194,958,1239,969,1276,1390,1135,1228,1961,1616,777,743
6082,503,498,608,634,457,478,346,440,355,356,166,163
6083,1984,1264,1092,849,1147,1212,802,651,314,344,180,236
6084,43,50,172,165,146,144,260,189,28,50,20,26
6085,2412,2948,4098,3769,3294,2519,466,469,227,418,406,392
6086,79,83,184,149,73,86,46,56,34,28,23,18
6087,0,0,0,0,0,0,0,0,0,0,0,0
6088,0,2,1,5,16,6,1,0,0,0,0,0
6089,626,519,961,756,705,873,67,65,7,3,6,0
6090,228,214,278,235,285,263,5,7,1,1,0,0
6091,280,310,313,330,298,368,433,492,504,530,866,918
6092,6902,5599,5592,4472,2949,2912,5256,5048,3403,3323,1463,1408
6093,3529,3033,3460,3477,4824,4558,1403,1453,1043,1034,719,708
6094,5,5,3,0,11,2,25,16,2,1,0,1
6095,117,181,186,204,121,107,84,97,29,38,11,28
6096,65,79,89,64,83,70,103,98,77,69,63,49
6097,552,432,522,491,590,598,401,420,410,378,395,417
6098,4772,4203,4640,3892,2785,2671,3076,2874,2148,1466,1349,1161
6099,742,562,482,427,264,318,815,844,2734,2589,1428,1197
6100,0,0,0,0,1,0,0,0,0,0,0,0
6101,0,0,1,0,0,0,0,0,0,0,0,0
6102,12,11,5,5,1,1,0,0,0,0,0,0
6103,32,38,27,24,8,9,2,1,0,1,0,0
6104,3390,2476,3213,2453,1102,1294,59,50,12,15,9,12
6105,29,33,71,58,11,9,0,0,0,0,0,0
6106,35,26,22,21,39,41,71,92,45,33,23,28
6107,1,2,2,1,0,2,0,1,1,0,0,0
6108,10,3,5,5,9,8,4,4,4,6,4,3
6109,1,1,1,1,3,4,0,1,0,0,0,0
6110,0,1,0,2,0,1,0,0,0,0,2,0
6111,281,313,304,292,294,350,147,129,25,30,17,17
6112,1,1,0,0,1,2,0,0,0,0,0,0
6113,2325,2138,2031,1850,2074,2151,2057,2117,1610,1430,1041,1039
6114,6495,5439,7461,6655,5516,5330,5547,5892,4786,4755,3957,4193
6115,293,268,273,336,336,359,256,262,145,149,70,71
6116,964,788,790,929,739,875,1325,1571,235,229,161,233
6117,992,974,815,667,488,479,875,967,881,666,412,358
6118,216,217,262,217,232,239,408,486,548,501,196,218
6119,3,6,2,0,2,0,4,4,50,62,147,138
6120,7,8,17,9,12,15,85,111,224,214,138,100
6121,2047,1962,2948,2997,2993,2715,1426,1617,1725,1659,694,684
6122,585,629,877,773,877,639,1200,1417,1748,1675,322,308
6123,55,64,85,77,54,41,113,132,124,87,61,58
6124,163,182,82,115,127,113,35,32,18,17,11,11
6125,181,160,104,121,213,165,14,28,14,8,8,2
6126,2,6,1,3,3,1,3,2,0,2,0,0
6127,284,187,155,146,404,244,31,52,7,6,16,14
6128,672,669,715,488,342,318,460,444,396,386,373,364
6129,899,659,817,611,623,581,1296,1214,2323,1757,1756,1727
6130,0,0,1,1,0,0,0,0,0,0,0,2
6131,0,0,1,0,0,0,0,0,0,0,0,0
6132,0,0,0,0,0,0,0,0,0,0,0,0
6133,0,0,0,0,0,0,0,0,0,0,0,0
6134,0,0,0,0,0,0,0,0,0,0,0,0
6135,0,0,0,0,0,0,0,0,0,0,0,0
6136,0,0,0,0,0,0,0,0,0,0,0,0
6137,0,0,0,0,0,0,0,0,0,0,0,0
6138,98,94,92,97,141,174,191,191,61,62,29,40
6139,0,0,0,0,0,0,0,0,0,0,0,0
6140,0,0,0,0,0,0,0,0,0,0,0,0
6141,0,0,0,0,0,0,0,0,0,0,0,0
6142,0,0,0,0,0,0,0,0,0,0,0,0
6143,0,0,0,0,0,0,0,0,0,0,0,0
6144,0,0,0,0,0,0,0,0,0,0,0,0
6145,0,0,0,0,0,0,0,0,0,0,0,0
6146,0,0,0,0,0,0,0,0,0,0,0,0
6147,9,3,7,7,6,11,19,22,10,12,11,4
6148,2090,1933,2576,2307,1797,1736,1685,1655,1152,1038,383,348
6149,0,0,0,0,0,0,0,0,0,0,0,0
6150,14,20,21,13,8,10,10,11,2,1,2,2
6151,665,763,871,781,743,622,785,967,629,694,280,270
6152,399,489,261,318,173,176,17,36,20,10,6,7
6153,0,0,1,0,0,0,0,0,0,0,0,0
6154,232,187,242,157,58,76,236,204,176,137,141,128
6155,301,233,226,211,182,180,536,572,540,418,419,448
6156,188,162,207,124,97,62,1103,1167,967,965,1165,1377
6157,0,0,0,0,0,0,0,0,1,0,0,1
6158,5722,5275,5138,5986,5166,5235,4808,7222,6281,6897,3620,4403
6159,0,0,0,0,1,2,7,49,0,0,0,1
6160,76,81,253,241,275,304,1,0,0,1,0,0
6161,0,0,0,0,0,0,0,0,0,0,0,0
6162,22,21,22,26,14,8,5,9,0,1,54,37
6163,1,3,18,33,31,32,3,5,0,11,150,171
6164,270,245,207,217,244,329,314,318,221,278,192,194
6165,5992,5039,4646,3992,3145,3711,1341,1412,515,474,1204,1385
6166,285,312,469,314,347,312,65,94,7,2,0,0
6167,0,0,0,0,0,0,0,0,0,0,0,0
6168,444,375,310,288,384,397,1091,1225,1055,1018,736,733
6169,0,0,0,0,0,0,0,1,0,0,0,0
6170,11,3,5,2,1,1,449,563,29,32,22,26
6171,1,2,2,7,0,1,0,1,1,0,0,0
6172,510,354,436,335,188,184,1102,1026,795,632,614,668
6173,0,1,1,0,0,2,0,0,0,0,0,0
6174,338,299,150,165,114,131,605,563,131,107,49,42
6175,503,468,369,280,224,233,712,702,712,558,423,465
6176,2148,2080,2713,2600,1782,1450,164,140,46,31,25,10
6177,2710,1699,1339,965,846,832,597,572,231,184,122,131
6178,1734,1574,2124,1902,2229,1967,1757,1820,1638,1607,1734,1617
6179,122,153,180,137,138,81,141,127,57,83,23,27
6180,108,91,88,74,73,82,147,168,46,36,24,28
6181,732,604,842,561,278,235,623,634,501,453,207,207
6182,743,661,1017,1035,889,841,876,952,1034,1013,415,417
6183,2978,3265,3884,3563,2944,2495,3362,3673,2021,2062,857,873
6184,1218,1303,1518,1321,1507,1347,1234,1431,806,708,575,565
6185,3819,3303,3813,2955,2528,2622,2364,2492,2286,1931,1002,830
6186,1,0,3,1,0,0,4,23,26,42,32,28
6187,0,0,0,1,1,2,1,3,2,0,1,1
6188,0,0,0,0,0,0,0,0,0,0,0,0
6189,0,0,0,0,0,0,0,0,0,0,0,0
6190,147,137,46,66,91,109,568,523,280,365,131,126
6191,1,1,0,0,1,0,1,0,14,13,27,16
6192,3,6,9,1,3,5,2,1,2,0,2,1
6193,731,762,790,766,796,780,598,621,432,439,403,439
6194,2,1,0,0,0,1,1,0,0,1,1,0
6195,365,319,249,217,265,271,310,338,129,139,110,135
6196,87,172,365,225,106,103,9,13,14,8,0,0
6197,2953,2796,2646,2584,2915,2509,2990,3007,1955,1790,1649,1823
6198,1027,1036,1105,974,906,951,1098,1122,906,895,451,462
6199,1293,1229,1501,1384,1259,1104,1632,1920,2065,1800,1059,938
6200,73,80,70,43,7,8,92,78,29,8,16,12
6201,3422,3085,2664,2412,2096,2121,3978,4282,3442,2472,2283,2374
6202,14,16,6,12,5,6,13,15,16,34,3,0
6203,3,1,9,3,2,3,0,0,0,0,0,0
6204,0,0,0,0,0,0,0,0,0,0,0,0
6205,4,7,2,5,5,6,0,0,0,4,0,0
6206,1681,1250,1332,1152,1257,1279,1119,1124,864,871,582,556
6207,668,484,848,733,853,915,111,121,53,36,26,17
6208,1913,1496,902,890,1138,994,425,431,99,133,90,74
6209,9340,8026,10026,9198,8220,7908,1091,1427,706,734,83,103
6210,98,67,58,46,46,43,27,40,14,15,6,9
6211,993,885,866,762,565,547,1511,1493,1070,928,393,442
6212,2529,2590,2082,2354,1683,2077,2479,2509,1925,2045,1220,1458
6213,0,0,0,0,0,0,0,0,0,0,0,0
6214,2231,1973,2008,1692,1171,1016,2686,2707,2987,2534,2102,2081
6215,141,55,61,80,55,73,178,140,217,120,159,173
6216,771,690,631,577,548,419,690,665,558,496,248,238
6217,2391,1984,2279,1953,1788,1666,2367,2457,2029,1645,746,793
6218,3319,2937,3623,3342,3642,3536,2330,2401,1255,1088,891,886
6219,429,298,342,318,454,487,493,569,479,460,398,375
6220,87,93,139,164,131,115,198,175,147,142,113,92
6221,0,0,1,0,0,2,4,2,2,2,0,0
6222,0,0,2,0,0,0,0,2,0,0,0,0
6223,2173,1850,1614,1376,1343,1184,3145,3307,2265,1754,816,759
6224,1,3,0,1,1,0,1,1,0,1,0,0
6225,7,3,1,1,5,7,1,0,0,0,0,0
6226,59704,49807,21550,32913,97158,96874,82,151,71,109,132,145
6227,14,15,5,8,20,17,0,0,0,0,0,0
6228,0,0,2,3,1,4,0,0,2,0,0,0
6229,50,59,149,108,72,53,100,182,461,390,335,262
6230,0,0,0,0,0,0,0,0,0,1,0,0
6231,34,23,28,34,36,33,7,1,2,3,4,2
6232,0,5,5,4,0,1,0,0,0,0,0,0
6233,87,103,63,45,40,31,29,30,21,12,5,13
6234,2109,2103,2291,2144,2213,1895,1983,2024,934,875,562,489
6235,0,0,0,0,1,0,0,0,0,0,0,0
6236,8,19,17,3,2,0,5,7,99,86,52,10
6237,59,67,22,21,35,36,56,72,5,7,5,4
6238,0,0,0,1,0,0,0,0,0,0,0,0
6239,7657,7807,8066,6577,3923,4008,6598,7562,4297,3263,1218,1119
6240,215,170,137,137,174,175,235,228,224,188,130,150
6241,2978,2845,3332,2843,1749,1539,4938,4979,5619,4856,3722,3605
6242,0,0,1,0,0,0,0,0,0,0,0,0
6243,214,156,110,130,131,131,366,329,287,288,118,130
6244,254,155,24,41,47,60,71,61,16,14,5,9
6245,466,390,464,544,487,470,624,622,492,465,400,382
6246,235,184,275,234,144,160,206,215,226,178,63,81
6247,4091,3777,4423,3655,2554,2516,3875,4077,3177,2856,1406,1480
6248,29,20,7,20,9,14,16,5,6,12,3,2
6249,97,81,57,52,71,63,135,122,68,56,114,123
6250,180,156,628,398,113,164,10917,11916,14200,16083,20881,23580
6251,0,0,0,0,0,0,0,0,0,0,0,0
6252,73,101,122,98,44,60,34,36,1,4,4,2
6253,401,340,306,358,362,349,465,533,359,341,374,376
6254,2,1,2,0,0,0,0,0,0,1,0,0
6255,849,777,693,552,597,520,828,942,764,698,316,291
6256,371,437,335,310,212,240,788,912,1036,876,1529,1625
6257,0,0,0,0,0,0,0,0,0,0,0,0
6258,0,0,0,0,0,0,0,8,1,0,5,4
6259,0,0,0,0,0,0,0,4,2,0,3,0
6260,0,0,0,1,0,1,0,0,0,0,0,0
6261,0,0,0,0,0,0,0,0,0,0,0,0
6262,0,0,2,0,0,0,0,0,0,0,0,0
6263,619,586,710,602,456,426,535,482,576,545,501,510
6264,69,78,36,42,44,57,44,53,41,60,26,17
6265,2365,2612,2145,1810,1681,1658,2329,2700,2333,2284,1050,1004
6266,0,0,0,0,0,0,0,0,0,0,0,0
6267,12,8,21,21,39,24,0,0,0,0,0,1
6268,6365,4845,9777,11531,15926,15899,87,146,74,46,46,44
6269,5,2,3,0,2,2,0,1,18,10,7,13
6270,2853,3520,3536,3399,2778,2667,3780,4953,4702,4601,2261,2375
6271,0,0,0,1,0,0,0,0,0,0,0,0
6272,0,0,0,0,0,0,2,1,0,2,0,0
6273,17,40,11,12,9,14,29,29,0,6,33,24
6274,101,162,120,97,41,58,58,69,21,27,12,11
6275,0,0,0,0,0,0,0,0,0,0,0,0
6276,233,461,335,396,146,128,65,98,58,50,21,20
6277,0,0,0,0,0,0,0,0,0,0,0,0
6278,0,0,0,0,0,0,0,0,0,0,0,0
6279,0,0,0,0,0,0,12,59,3,0,0,0
6280,0,0,0,0,0,0,1,0,1,0,0,0
6281,3,1,0,0,0,0,228,470,20,9,2,3
6282,0,0,0,0,0,0,1,0,0,0,0,0
6283,0,0,0,0,0,0,0,0,0,0,0,0
6284,0,0,0,0,0,0,0,0,0,0,0,0
6285,0,0,0,0,0,0,0,0,0,0,0,0
6286,0,0,0,0,0,0,0,0,0,0,0,0
6287,0,0,0,0,0,0,0,1,0,0,1,0
6288,0,0,0,0,0,0,0,0,0,0,0,0
6289,1,0,0,0,0,0,0,1,0,0,0,0
6290,3,4,6,3,4,0,11,7,5,4,2,1
6291,0,0,0,0,1,0,0,1,0,0,0,0
6292,0,2,0,2,0,0,1,1,0,0,0,0
6293,44,65,21,18,14,25,84,88,27,12,23,32
6294,3,1,0,1,1,2,1,0,0,0,1,1
6295,20,18,5,9,15,16,38,23,12,2,15,3
6296,4,6,5,5,1,6,13,11,4,1,2,1
6297,89,77,80,72,91,130,183,191,127,107,123,120
6298,45,40,21,19,12,24,85,86,31,16,38,33
6299,58,45,36,36,41,48,97,122,140,122,108,107
6300,20,16,20,17,12,5,50,41,9,6,16,17
6301,18,13,17,8,13,17,26,31,11,5,6,7
6302,19,29,8,6,7,5,22,13,2,3,8,3
6303,0,0,0,0,0,0,0,0,0,0,0,0
6304,15,9,10,4,8,12,25,14,1,1,5,11
6305,0,0,2,1,0,0,6,1,25,13,3,7
6306,3,5,1,1,1,0,21,8,4,1,2,0
6307,1048,1020,1406,1415,1759,1931,283,248,370,414,356,341
6308,96,57,138,125,59,99,38,61,74,90,59,60
6309,9,8,9,6,8,9,2,1,0,1,0,2
6310,2370,2050,2603,2398,3528,3615,446,447,644,649,546,576
6311,10,8,3,1,7,14,1,1,1,0,1,0
6312,5,1,1,0,5,6,1,1,0,1,0,1
6313,0,0,0,0,0,0,0,0,0,0,0,0
6314,116,104,113,108,125,138,124,124,100,97,80,58
6315,390,280,215,183,290,340,305,254,139,144,113,111
6316,900,803,694,633,631,597,713,702,452,378,353,374
6317,0,0,0,0,0,0,0,0,0,0,0,0
6318,39,40,15,17,26,35,130,115,71,87,35,29
6319,995,913,572,497,318,233,888,846,570,346,479,330
6320,559,606,437,492,516,533,428,374,297,267,172,161
6321,188,206,321,279,225,209,351,405,357,289,280,270
6322,8,4,16,6,11,16,6,8,7,7,3,2
6323,456,461,335,441,498,480,360,402,411,529,176,183
6324,27288,37147,29814,32392,26728,22011,6167,8550,9173,11001,5431,5542
6325,241,201,165,190,209,188,71,93,54,48,29,34
6326,0,0,0,0,0,0,0,0,0,0,0,0
6327,0,0,0,0,0,0,0,0,0,2,0,0
6328,0,0,0,0,0,0,0,0,0,0,0,0
6329,0,0,0,0,0,0,0,0,0,0,0,0
6330,0,0,0,1,0,0,1,1,2,5,0,0
6331,1259,1169,1133,953,897,981,1568,1677,1992,1812,1367,1395
6332,4,3,3,6,0,1,2,6,3,3,5,2
6333,0,0,0,0,0,0,0,0,0,0,0,0
6334,0,0,0,0,0,0,0,0,0,0,2,2
6335,0,0,0,0,0,0,0,0,0,0,0,0
6336,0,0,0,0,0,0,0,0,0,0,0,0
6337,168,138,159,188,236,230,175,196,92,117,67,58
6338,0,0,0,0,0,0,0,0,0,0,0,0
6339,6,4,7,4,7,1,7,8,2,4,2,1
6340,1,2,0,1,2,2,3,0,0,0,2,3
6341,1,5,5,5,2,1,1,0,0,2,1,1
6342,679,740,639,614,360,346,344,421,463,476,123,73
6343,0,0,0,0,0,0,0,0,0,0,0,0
6344,0,0,1,2,0,0,1,0,0,0,0,0
6345,0,0,0,0,0,0,0,0,0,0,0,0
6346,0,0,0,0,0,0,0,0,0,0,0,0
6347,553,594,525,434,256,256,750,755,577,533,206,207
6348,607,512,759,770,540,447,855,790,707,646,546,542
6349,16,22,29,19,14,9,16,17,18,12,7,6
6350,477,468,495,426,474,438,435,483,354,327,177,181
6351,1194,1134,1087,837,807,719,1586,1745,1501,1320,783,789
6352,4,0,2,1,0,0,3,3,0,1,0,1
6353,17,8,7,7,6,15,55,38,11,7,6,7
6354,10,11,7,8,8,9,28,28,11,6,11,8
6355,11,11,4,2,10,10,19,19,4,5,12,4
6356,18,14,13,12,13,12,27,37,10,6,18,12
6357,20,15,16,12,13,16,75,63,23,21,22,9
6358,14,12,15,8,14,12,30,47,9,5,9,12
6359,52,43,18,28,43,45,79,102,34,21,25,25
6360,16,5,21,19,59,65,28,15,7,7,8,16
6361,3,5,3,5,12,10,3,10,8,8,9,7
6362,58,31,27,29,43,35,55,65,21,16,17,18
6363,26,18,17,14,25,28,64,76,25,12,21,18
6364,10,23,23,12,24,33,109,117,38,24,24,22
6365,64,51,39,28,73,69,208,209,101,81,91,83
